prec1_train,prec1_val,prec5_train,prec5_val,loss_train,loss_val
42.90200,49.10000,90.08000,93.67000,1.8989698672866822,1.626334306907654
55.27000,58.95000,94.80400,95.69000,1.3678051848602295,1.2948143074035645
61.41600,62.05000,96.17400,96.67000,1.1748050815200806,1.1730331188201903
64.85800,61.53000,96.76200,96.56000,1.077059815979004,1.2182469369888305
67.04200,66.56000,97.26000,97.21000,1.0131343161964417,1.079078210735321
68.85800,65.35000,97.61000,97.40000,0.9622592549705505,1.121959541130066
70.65800,68.98000,97.83600,97.01000,0.9176497945404053,1.0365602912902832
72.26000,70.80000,98.03600,98.18000,0.8748207321166992,0.9372069204330444
73.67400,70.94000,98.23600,97.90000,0.8379307216262818,0.963711249256134
74.86400,64.53000,98.34400,97.80000,0.8077529048156739,1.1933657592773437
75.70200,72.03000,98.50400,97.82000,0.7834975376701355,0.9559163458824158
76.67400,69.89000,98.53200,97.21000,0.759246484375,1.0514832893371582
76.96200,67.26000,98.68000,97.46000,0.7421193715286255,1.1514742461204528
77.91200,75.06000,98.73000,98.35000,0.7238295219230652,0.8682095344543457
78.42000,74.16000,98.80200,98.38000,0.7051106901359558,0.9103582334518433
78.76000,76.93000,98.75800,98.54000,0.6971032622909545,0.7992158163070678
79.31400,77.53000,98.93200,98.80000,0.6811777711868287,0.7521074620246887
79.91200,77.43000,98.97000,98.24000,0.6660834625434876,0.7968565351486206
80.27200,70.95000,98.99800,98.18000,0.6539000561141968,1.083219655418396
80.50400,78.25000,98.96800,98.95000,0.6463385376739502,0.7162018468856811
80.96800,79.01000,99.02600,98.85000,0.6389041513824463,0.7259831815719604
81.40000,78.38000,99.08200,98.46000,0.6239070891952515,0.753416303730011
81.73000,75.07000,99.07800,97.79000,0.6175406830978394,0.878932331943512
81.98000,75.79000,99.15400,98.57000,0.6062999165344238,0.8644981140136718
82.27000,75.62000,99.09400,98.45000,0.6041623084640503,0.81458498878479
82.45600,77.06000,99.19800,98.70000,0.5916409040927887,0.787193599319458
82.71200,79.33000,99.16200,98.63000,0.59031258644104,0.717660021018982
82.90600,79.85000,99.25600,98.47000,0.5801704829406739,0.7269882953643799
83.04000,77.77000,99.28600,98.86000,0.5720445205593109,0.7545667298316956
83.17200,79.07000,99.29000,99.08000,0.5695089420795441,0.7192670546531678
83.20200,78.34000,99.26800,98.58000,0.5690581282234192,0.7514499390602112
83.56800,79.08000,99.26800,98.81000,0.5589848490142822,0.7516843551635742
83.70000,76.73000,99.29800,98.92000,0.5555454091072083,0.8343966547012329
83.87400,78.46000,99.33200,98.83000,0.5474219458007813,0.7398343329429626
83.98000,79.93000,99.29400,98.82000,0.5453821411323547,0.734661775970459
84.08400,81.26000,99.32200,99.01000,0.545427242679596,0.657549389743805
84.31600,82.53000,99.38400,99.16000,0.5381826543426513,0.62057216796875
84.42200,79.86000,99.41400,98.96000,0.5323953800773621,0.711889204788208
84.53400,82.95000,99.29400,98.99000,0.5306693328666687,0.6214026931285859
84.70400,78.58000,99.42000,98.81000,0.5236951943969727,0.7641181982040405
84.86600,80.70000,99.40800,99.04000,0.5212317729377747,0.6824483469009399
85.02000,80.60000,99.40800,98.82000,0.5139278565216064,0.7332035666465759
85.09400,76.71000,99.40200,98.16000,0.5126028407478332,0.8492907392501831
85.25400,81.83000,99.43800,99.29000,0.5104186370849609,0.64072752866745
85.35000,75.16000,99.37600,97.82000,0.5088650555706025,0.9271229122161865
85.27800,80.64000,99.47600,98.76000,0.5048344781303405,0.6986188179016113
85.41400,82.20000,99.41800,99.17000,0.5025844376182557,0.6308629390716552
85.38000,80.17000,99.47800,98.80000,0.5011181221008301,0.7120046306610107
85.65000,76.92000,99.43200,97.57000,0.4994298610687256,0.8493683763504029
85.91000,82.03000,99.48400,99.28000,0.4934648257064819,0.6320639585971832
85.77200,81.17000,99.46400,98.96000,0.49377242242813113,0.6748648239135742
85.81400,84.91000,99.49600,99.29000,0.49312327141284945,0.5452074883460999
86.04200,79.80000,99.50200,98.64000,0.48386163482666017,0.7442807348251342
85.85800,80.97000,99.49600,99.11000,0.48818643297195435,0.6878904259204864
86.12800,81.43000,99.46200,98.87000,0.4845379839134216,0.6943366774559021
86.20200,81.87000,99.46000,99.18000,0.4800700723838806,0.6578416335105896
86.35000,82.52000,99.52000,99.18000,0.4794977467441559,0.623648924446106
86.34600,79.87000,99.51600,98.99000,0.4781019800758362,0.7356282218933106
86.59400,83.36000,99.47200,99.15000,0.473446314868927,0.6108373114585877
86.50600,80.41000,99.49600,98.92000,0.4720244594764709,0.7233359794616699
86.44600,82.27000,99.53000,99.07000,0.46990057456970213,0.6346688293457031
86.82200,83.11000,99.53600,99.39000,0.46416492433547973,0.6083772790908814
86.43000,84.64000,99.55200,99.41000,0.472801921710968,0.5530657864570617
86.57400,81.37000,99.54400,98.76000,0.46685194522857665,0.7193975604057312
86.94800,81.17000,99.54800,99.24000,0.46205850765228274,0.6772995125770569
86.89800,80.73000,99.48800,99.15000,0.463222370262146,0.721278952217102
86.73400,80.18000,99.55000,98.69000,0.46812431024551393,0.6977495924949646
87.06800,82.95000,99.58800,99.17000,0.457078774394989,0.6288480393409729
86.86200,85.27000,99.56600,99.45000,0.45833066371917724,0.5457426884651184
87.24800,81.91000,99.57200,99.08000,0.4580039391517639,0.644456259393692
87.14600,82.73000,99.58400,99.24000,0.4549789858818054,0.621992929148674
87.11000,83.15000,99.58000,99.14000,0.4536671045398712,0.6212825007438659
87.33400,81.58000,99.57800,99.20000,0.4484332673549652,0.6466472107887268
87.26800,84.61000,99.60000,99.43000,0.4512750683021545,0.5756751057624817
87.32200,82.69000,99.55400,99.44000,0.44825348068237303,0.6371185668945313
87.46800,84.11000,99.59400,99.25000,0.4464940860748291,0.5872923828601837
87.39400,83.53000,99.56200,99.06000,0.44910710510253904,0.6306056212425232
87.53200,84.25000,99.62000,99.22000,0.4401537692451477,0.5845685724258423
87.34800,84.75000,99.59600,99.25000,0.44605493098258975,0.5638624314308166
87.42800,83.39000,99.56600,99.20000,0.4459069443702698,0.6210208457946778
87.68800,82.98000,99.65000,99.28000,0.43905016506195066,0.5982213678359986
87.55600,83.59000,99.59200,99.22000,0.43895088061332704,0.580087310218811
87.67200,83.69000,99.57400,98.92000,0.4386590815734863,0.6253929942131042
87.58000,82.58000,99.59400,99.16000,0.43972943679809573,0.6210320791721344
87.61600,82.29000,99.63800,99.22000,0.43930787527084353,0.6472692226409912
87.75400,80.99000,99.60400,98.99000,0.4348625116062164,0.7334148836135864
87.71600,84.78000,99.66200,99.39000,0.4359305410766602,0.5835077299118042
87.73200,83.02000,99.65600,99.07000,0.43926124023914337,0.6262063962459564
88.01000,83.29000,99.62000,99.26000,0.4299637271118164,0.6163631834030151
87.84800,85.02000,99.67200,99.31000,0.43661188123703004,0.5573078419208527
88.08200,83.77000,99.62200,99.38000,0.4278140620803833,0.5943361047744751
87.80600,85.59000,99.61800,99.42000,0.432977131729126,0.5206113006591797
88.12600,84.12000,99.64400,99.32000,0.42743466157913207,0.5869003237247467
88.10600,83.29000,99.65600,99.07000,0.42586817487716677,0.6486468227386475
88.04400,82.10000,99.65000,98.83000,0.430238457698822,0.6506538607597351
88.04600,84.82000,99.62800,99.36000,0.42741230575561523,0.5503586227416992
88.28400,82.95000,99.63800,99.14000,0.42242189191818236,0.637284772014618
88.17600,82.27000,99.64400,99.14000,0.42593723028182984,0.6637973776340484
88.31000,83.36000,99.63600,99.13000,0.42479842767715453,0.6078305418014527
88.23800,84.16000,99.65800,99.20000,0.42162882314682004,0.5774002131462097
88.11400,84.74000,99.66200,99.22000,0.42799254649162294,0.5689414155006409
88.35000,84.29000,99.62600,99.36000,0.4201489297103882,0.5706982116699219
88.20400,81.99000,99.66000,99.18000,0.4211381014060974,0.6450931202888489
88.44600,83.41000,99.65600,98.89000,0.41768174646377565,0.6128257575511933
88.37800,84.17000,99.63400,99.01000,0.4203209915542603,0.6179101841926574
88.31200,84.43000,99.67600,99.28000,0.42021016496658326,0.5889690763950348
88.17200,81.34000,99.66600,98.74000,0.4197856183052063,0.7078219027042388
88.19000,78.94000,99.65800,98.47000,0.42165846837043763,0.7987321914672851
88.22800,84.87000,99.72200,99.46000,0.4197573910713196,0.547461861872673
88.52400,84.88000,99.70800,99.52000,0.4120862379646301,0.5771519360542298
88.43200,83.91000,99.66000,99.32000,0.4134351239681244,0.6088963157653808
88.36000,81.21000,99.68800,99.23000,0.4164048337173462,0.6917401530265808
88.40400,83.61000,99.64600,99.11000,0.4162618486595154,0.6108642834663391
88.51600,83.77000,99.63600,99.19000,0.41492238407135007,0.6169477256774902
88.46400,82.31000,99.66000,99.34000,0.4177727788066864,0.6623051752090454
88.61800,84.99000,99.63400,99.34000,0.41094992999076846,0.5696510442733764
88.61800,83.44000,99.60600,99.35000,0.41549679081916807,0.6136358428001404
88.76600,84.40000,99.68600,99.24000,0.41065718490600583,0.6032759333610535
88.65000,82.99000,99.68400,99.32000,0.4135631510829926,0.6230289169311524
88.63000,84.39000,99.66800,99.17000,0.40761419595718384,0.6000635927200317
88.68400,82.50000,99.63400,99.34000,0.40812557788848874,0.6402903287410736
88.46600,85.93000,99.66000,99.46000,0.41419809524536133,0.5300085344552994
88.76200,83.98000,99.69200,99.19000,0.40683326936721803,0.6037528429031372
88.71400,82.56000,99.68400,99.17000,0.4080069374084473,0.6643072045326233
88.89600,85.01000,99.65800,99.34000,0.4072793789958954,0.5787290900230407
88.97800,86.55000,99.69400,99.55000,0.4035088520240784,0.5086546760559082
88.62000,86.53000,99.65000,99.45000,0.4103893511009216,0.5207612491607666
88.78000,84.43000,99.65200,99.32000,0.40926046415805817,0.5779477667808532
88.87400,85.98000,99.70400,99.44000,0.40414118203163146,0.5354698225021363
88.95000,84.55000,99.66600,99.34000,0.4044864981174469,0.5932098234176636
88.94600,83.80000,99.71200,99.09000,0.40360883253097535,0.6243573380947113
88.91800,84.79000,99.67000,99.30000,0.40315726533889773,0.5685783402442932
88.85000,86.19000,99.66000,99.38000,0.4032445627975464,0.5339671783447265
88.81200,83.48000,99.67000,99.17000,0.4082107771015167,0.6264521490097046
89.12200,83.95000,99.66200,99.06000,0.3998757079410553,0.599617081451416
89.20800,84.03000,99.69400,99.30000,0.3985883786392212,0.6217951135635376
88.84000,86.41000,99.70000,99.48000,0.40467487869262697,0.5097324853897095
89.28800,82.58000,99.71200,99.04000,0.3942018916130066,0.6864084286689758
89.00200,85.86000,99.71600,99.47000,0.3990888492107391,0.5268826583862305
89.04400,83.17000,99.67800,99.14000,0.40125013123989106,0.6323081718444824
89.04200,85.37000,99.71600,99.27000,0.3973295824623108,0.5393982088088989
89.12600,86.58000,99.72400,99.51000,0.39699559255599975,0.5002160710811615
89.11200,84.38000,99.70200,99.44000,0.398648613653183,0.5841167091369629
88.99200,83.80000,99.71400,99.02000,0.39868560855865476,0.6256838972091675
89.19200,84.14000,99.71800,99.20000,0.39623654558181765,0.5881487951278687
89.21000,85.55000,99.70400,99.33000,0.39420743088722227,0.5475468798637391
89.11800,84.11000,99.70000,99.00000,0.3960352426433563,0.5993666224479676
89.03800,86.61000,99.68600,99.31000,0.39808130803108216,0.5242179509878159
89.40800,83.19000,99.70600,99.30000,0.39130777379989623,0.6482256479263305
89.32400,83.98000,99.74000,99.30000,0.39356898818969727,0.6222584277153015
92.53200,90.17000,99.83400,99.68000,0.2964026920700073,0.39095605144500734
93.34200,90.05000,99.89400,99.69000,0.2681367850494385,0.3919607939481735
93.78200,90.27000,99.90200,99.72000,0.2544381544399261,0.38774919385910034
93.99000,90.16000,99.89400,99.71000,0.2461945286655426,0.386588267660141
93.98000,90.34000,99.91200,99.81000,0.240833070602417,0.3812895618438721
94.15000,90.39000,99.91800,99.70000,0.23604462518692015,0.3779287055015564
94.06600,90.47000,99.91000,99.79000,0.23410301224708557,0.37179064548015595
94.47600,90.26000,99.90200,99.74000,0.22606403102397918,0.38321556882858276
94.49600,90.52000,99.91800,99.71000,0.22097260308265687,0.3720343337535858
94.40200,90.28000,99.91000,99.79000,0.22131453808784485,0.36947816655635835
94.43600,90.62000,99.92600,99.74000,0.21897322399139404,0.3787345692396164
94.42600,90.57000,99.93800,99.74000,0.21528223866462706,0.3703899056911468
94.80400,90.45000,99.92400,99.72000,0.20994647833824157,0.37151735286712645
94.64400,90.68000,99.93400,99.80000,0.2114657384109497,0.3659278123855591
94.70400,90.15000,99.92800,99.70000,0.2078513832759857,0.3855135133743286
94.75000,89.96000,99.92800,99.73000,0.20592968042373658,0.3993415819168091
94.86000,90.42000,99.92800,99.78000,0.20346032643318177,0.370204226064682
94.97000,90.56000,99.92800,99.75000,0.20054576922416686,0.37375159149169923
94.92200,90.69000,99.93200,99.78000,0.19927769138336182,0.36075923280715944
95.01000,90.00000,99.92600,99.70000,0.19755043234825134,0.3926992883682251
94.99000,90.32000,99.95200,99.79000,0.19700253175973892,0.3759765185832977
95.05400,90.26000,99.93000,99.79000,0.19799520121097564,0.37917113518714907
95.08200,90.52000,99.94600,99.76000,0.19200982214927673,0.38569880781173704
95.05000,90.41000,99.93800,99.68000,0.19348704026937485,0.3726257478713989
95.28800,90.54000,99.93800,99.74000,0.19050897699356079,0.36659334192276
95.24000,90.52000,99.93800,99.78000,0.18998655925750732,0.37870407609939577
95.32400,90.66000,99.94800,99.76000,0.1875313348197937,0.36588352308273314
95.31600,90.68000,99.93200,99.75000,0.1850997988271713,0.3685286032676697
95.33600,90.08000,99.94400,99.77000,0.18599672533512115,0.3820027328491211
95.40800,90.27000,99.95200,99.74000,0.18249832977294922,0.37729112046957014
95.40200,90.63000,99.94400,99.75000,0.18377878316402435,0.36892112085819245
95.24600,90.40000,99.95600,99.70000,0.1844626795578003,0.3897995132923126
95.39600,90.56000,99.95000,99.76000,0.18033185432434082,0.3674554977416992
95.46200,90.45000,99.94200,99.75000,0.18087748686790467,0.3780754658460617
95.43200,90.61000,99.93600,99.78000,0.18009410496234893,0.3679926688671112
95.59000,90.60000,99.93800,99.73000,0.17647708017110825,0.3725674696922302
95.34000,90.04000,99.96000,99.75000,0.18000695337295533,0.38500041217803954
95.49000,90.42000,99.93800,99.74000,0.1786181492304802,0.37449706399440763
95.60400,90.55000,99.96000,99.75000,0.1749772792339325,0.3758121116876602
95.45800,90.17000,99.93000,99.74000,0.17794883746623993,0.3803031975746155
95.47200,90.40000,99.94400,99.75000,0.17699487498283387,0.37903670692443847
95.68200,90.29000,99.96800,99.70000,0.1706307805919647,0.3901212010383606
95.64600,90.33000,99.95400,99.71000,0.17383492126464845,0.3822847222805023
95.62400,90.23000,99.95800,99.79000,0.17408963785171508,0.39321930301189423
95.87400,90.27000,99.95400,99.70000,0.16863158944129944,0.39338873496055604
95.66400,90.23000,99.93800,99.70000,0.17064352328062057,0.3776134785890579
95.70800,90.18000,99.95800,99.70000,0.1711549875020981,0.3901099654197693
95.65600,90.23000,99.95800,99.69000,0.1707574137878418,0.38373581705093385
95.73600,90.45000,99.97000,99.75000,0.1692367217683792,0.37078752393722536
95.64200,90.22000,99.95200,99.73000,0.1700830837059021,0.39571341671943666
95.69600,90.46000,99.95600,99.68000,0.16977057687282562,0.371407837677002
95.81000,90.57000,99.96400,99.76000,0.16754700454711913,0.37746864070892333
95.81600,90.03000,99.95000,99.74000,0.16707371395349502,0.39122443828582765
95.69400,90.31000,99.96400,99.76000,0.16678292967796327,0.38138667340278626
95.78800,90.76000,99.95800,99.80000,0.1680419884109497,0.3653559258937836
95.84000,90.23000,99.96600,99.75000,0.16505732784986496,0.4012651834011078
95.93000,90.46000,99.96600,99.70000,0.16404066597938538,0.3725352795124054
95.87800,90.47000,99.94800,99.77000,0.1632938529443741,0.3829823665142059
95.72600,90.32000,99.95600,99.73000,0.16472184212684632,0.3851061658859253
95.94400,89.55000,99.94800,99.68000,0.16472846169471742,0.4046917910575867
95.99400,89.43000,99.96600,99.76000,0.1635194850587845,0.4113422975063324
95.96000,90.31000,99.96000,99.70000,0.16274738945245742,0.3906992265701294
96.01000,90.49000,99.95800,99.74000,0.1596783604311943,0.3837112910747528
95.90800,89.78000,99.97200,99.68000,0.16236112972021102,0.4151372984409332
95.78600,90.53000,99.96400,99.73000,0.16481420840740205,0.3860371841430664
95.85800,90.17000,99.97000,99.64000,0.16199669880390166,0.3968219481468201
95.91000,90.22000,99.95400,99.77000,0.1602369742488861,0.38963022804260256
96.18400,89.98000,99.95600,99.77000,0.15850044979572298,0.3932570071220398
96.11600,90.18000,99.98000,99.72000,0.15736448684692383,0.3921746234416962
96.00400,90.61000,99.97800,99.69000,0.1590390078830719,0.37446082077026366
96.00600,90.35000,99.97200,99.74000,0.16033464679718018,0.3994493591308594
95.97000,90.09000,99.97000,99.75000,0.15847536853313446,0.4042993647813797
96.14800,89.86000,99.97600,99.68000,0.15746460416793823,0.4095873054504395
96.07200,89.91000,99.96400,99.75000,0.15746768415451048,0.40271587114334106
96.20600,90.14000,99.96600,99.66000,0.15600719024181367,0.4178213450908661
96.63800,90.99000,99.97800,99.80000,0.14142724711418153,0.3577563627719879
96.94600,90.89000,99.97400,99.81000,0.13427465114593506,0.3622369059085846
96.99600,91.09000,99.97800,99.80000,0.13168464281082154,0.3577907107830048
96.91800,91.10000,99.99200,99.83000,0.133304820330143,0.3545645333647728
97.17200,90.98000,99.97800,99.79000,0.12951536340236663,0.3581289772033691
97.02200,91.01000,99.97600,99.80000,0.13018079176664352,0.3588496386885643
97.08400,91.05000,99.98400,99.79000,0.12820991384029387,0.35461866750717164
97.08600,91.01000,99.97400,99.79000,0.1287334813785553,0.3593902473926544
97.11000,90.99000,99.98800,99.79000,0.12747110346794127,0.3534462950706482
97.17800,90.97000,99.98200,99.79000,0.12699221273899078,0.3579677903175354
97.07200,90.97000,99.98600,99.82000,0.12710815350055696,0.3544033019542694
97.19400,91.01000,99.98000,99.80000,0.1252873610305786,0.35672772130966185
97.13600,90.98000,99.97200,99.79000,0.12621953204631806,0.3592866982102394
97.24600,91.03000,99.98600,99.82000,0.12555500769138336,0.3568133602619171
97.14800,90.85000,99.98800,99.79000,0.1252191787624359,0.36151088390350344
97.15000,90.84000,99.99000,99.79000,0.12524219228863717,0.3571767213821411
97.12800,90.91000,99.98400,99.76000,0.12448113302707672,0.3556627863764763
97.23000,90.85000,99.98200,99.80000,0.12380945399284363,0.3599546021103859
97.16400,90.96000,99.98000,99.82000,0.12427410597324372,0.3603479244232178
97.14600,90.91000,99.98400,99.77000,0.12431269299030304,0.36032916951179506
97.20000,91.00000,99.98000,99.82000,0.12463878485679626,0.35756733627319337
97.15600,90.90000,99.99000,99.79000,0.1240186037492752,0.35924265909194947
97.11200,90.76000,99.97800,99.80000,0.125497350230217,0.361897270154953
97.10800,90.94000,99.98000,99.78000,0.12402639797210693,0.3590565258026123
97.16800,90.78000,99.99000,99.79000,0.12380006103038788,0.35649981360435484
97.10800,90.89000,99.98000,99.78000,0.12466642421722413,0.36604430294036866
97.26200,90.74000,99.98000,99.77000,0.12225906097412109,0.3600430676460266
97.10400,90.96000,99.98400,99.78000,0.12431840495586395,0.3593908315181732
97.15600,91.11000,99.98600,99.77000,0.12251627091407775,0.3614849500656128
97.12600,90.88000,99.98200,99.78000,0.12366462020874024,0.3590599876880646
97.15400,90.79000,99.98600,99.79000,0.12437456171512604,0.3638599477767944
97.15600,90.78000,99.99400,99.76000,0.12257530189990998,0.36339647555351257
97.22400,90.73000,99.98400,99.76000,0.1214491336297989,0.3620624482154846
97.28800,90.78000,99.98200,99.81000,0.12077125305175782,0.36247156500816347
97.19200,90.74000,99.98400,99.76000,0.12207470991134643,0.36214293813705445
97.21600,90.84000,99.97800,99.78000,0.12087593530654907,0.3589450341701508
97.12200,90.99000,99.98400,99.78000,0.1222791583108902,0.361235004234314
97.15200,90.79000,99.99000,99.75000,0.12133176481604577,0.3606312014579773
97.16800,90.99000,99.97400,99.81000,0.12144355407714844,0.35886454105377197
97.22400,90.80000,99.98600,99.77000,0.11975302999019623,0.364977583360672
97.16600,90.94000,99.98200,99.77000,0.1206854906129837,0.3600372503042221
97.15000,90.81000,99.98600,99.82000,0.12120880297660827,0.35581304500102995
97.21800,90.83000,99.98400,99.83000,0.119424592461586,0.35692245998382566
97.33600,90.87000,99.98800,99.77000,0.11891913992643356,0.35832460552453993
97.28800,90.96000,99.98000,99.78000,0.11902913249969482,0.35994114820957185
97.24600,90.90000,99.97600,99.79000,0.11836315102577209,0.36110119307041166
97.20000,90.82000,99.97600,99.78000,0.11933651171684265,0.36604889917373656
97.26200,90.92000,99.98600,99.77000,0.11886339678287507,0.361241561460495
97.17400,90.85000,99.98600,99.76000,0.11854375438451767,0.3619540075302124
97.21000,90.77000,99.98800,99.75000,0.12042904537200928,0.36179928164482117
97.24400,90.89000,99.98000,99.75000,0.11886779369354249,0.3612123131275177
97.27000,90.79000,99.99000,99.75000,0.11816528604984283,0.35663261556625364
97.18000,90.96000,99.97800,99.77000,0.1192222832107544,0.3566106195449829
97.29400,90.76000,99.98800,99.79000,0.11888029298305511,0.3621844232082367
97.18200,90.87000,99.98400,99.76000,0.11816770211815834,0.3614972555160523
97.24800,90.93000,99.98000,99.77000,0.1175973636674881,0.3607863100528717
97.20000,90.66000,99.98400,99.75000,0.11819278738975525,0.3649943651676178
97.25200,90.76000,99.98200,99.78000,0.1189939079618454,0.36076106553077697
97.27800,91.00000,99.98400,99.76000,0.11902835301399231,0.3585539247989655
97.29000,90.93000,99.98200,99.75000,0.11723640341997146,0.35797631425857546
97.26000,90.90000,99.98000,99.75000,0.11700108766555786,0.36316569366455076
97.26600,90.93000,99.98200,99.77000,0.1175796502828598,0.35984055304527285
97.21000,90.80000,99.98200,99.71000,0.11841185794830322,0.36029233860969545
97.09800,91.02000,99.98200,99.71000,0.11897511836051941,0.3582493948698044
97.19400,90.79000,99.98800,99.75000,0.11644322834968567,0.3605433111667633
97.24200,91.04000,99.98200,99.76000,0.1169409476518631,0.3572503849983215
97.12800,90.86000,99.98800,99.76000,0.11906787242889404,0.36188956007957457
97.41000,90.81000,99.98800,99.74000,0.11507100842952728,0.3660588212490082
97.21600,90.99000,99.98200,99.77000,0.11838984665870667,0.3585961032867432
97.18800,90.75000,99.98400,99.76000,0.11798586110115052,0.362019078540802
97.27200,90.59000,99.98400,99.75000,0.11734165791511536,0.36464672214984895
97.22800,90.87000,99.98800,99.76000,0.1168888161945343,0.35771817116737364
97.22400,90.89000,99.98600,99.75000,0.11699636770963669,0.3594579147815704
97.29200,90.83000,99.98000,99.78000,0.11515969898700715,0.3654324248313904
97.24400,90.74000,99.97800,99.73000,0.11626191679954528,0.3653397729039192
